Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-07-11,3.22, 1998,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-07-21,3.493, 1998,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-08-01,1.252, 1998,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-08-11,0.168, 1998,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-08-21,0.0, 1998,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-09-01,0.0, 1998,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-09-11,0.0, 1998,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-09-21,0.0, 1998,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-10-01,0.0, 1998,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-10-11,0.0, 1998,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-10-21,0.0, 1998,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-11-01,0.0, 1998,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-11-11,0.0, 1998,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-11-21,0.0, 1998,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-12-01,0.0, 1998,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-12-11,0.0, 1998,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1998-12-21,0.0, 1998,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-05-01,0.0, 1999,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-05-11,0.0, 1999,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-05-21,0.0, 1999,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-06-01,3.18, 1999,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-06-11,0.797, 1999,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-06-21,0.0, 1999,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-07-01,0.0, 1999,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-07-11,0.0, 1999,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-07-21,0.0, 1999,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-08-01,0.005, 1999,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-08-11,0.005, 1999,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-08-21,0.005, 1999,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-09-01,0.0, 1999,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-09-11,0.0, 1999,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-09-21,0.0, 1999,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-10-01,0.0, 1999,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-10-11,0.0, 1999,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-10-21,0.0, 1999,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-11-01,0.0, 1999,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-11-11,0.0, 1999,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-11-21,0.0, 1999,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-12-01,0.0, 1999,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-12-11,0.0, 1999,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,1999-12-21,0.0, 1999,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-05-01,100.0, 2000,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-05-11,100.0, 2000,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-05-21,89.655, 2000,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-06-01,47.261, 2000,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-06-11,27.112, 2000,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-06-21,32.823, 2000,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-07-01,43.557, 2000,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-07-11,40.577, 2000,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-07-21,30.385, 2000,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-08-01,16.678, 2000,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-08-11,10.777, 2000,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-08-21,3.928, 2000,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-09-01,1.832, 2000,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-09-11,0.739, 2000,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-09-21,0.109, 2000,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-10-01,0.014, 2000,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-10-11,0.0, 2000,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-10-21,0.0, 2000,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-11-01,0.0, 2000,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-11-11,0.0, 2000,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-11-21,0.0, 2000,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-12-01,0.0, 2000,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-12-11,0.0, 2000,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2000-12-21,0.0, 2000,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-05-01,100.0, 2001,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-05-11,97.101, 2001,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-05-21,98.276, 2001,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-06-01,69.346, 2001,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-06-11,46.031, 2001,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-06-21,39.746, 2001,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-07-01,38.194, 2001,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-07-11,35.104, 2001,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-07-21,31.891, 2001,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-08-01,24.906, 2001,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-08-11,16.565, 2001,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-08-21,3.565, 2001,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-09-01,0.467, 2001,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-09-11,0.218, 2001,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-09-21,0.109, 2001,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-10-01,0.068, 2001,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-10-11,0.058, 2001,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-10-21,0.05, 2001,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-11-01,0.0, 2001,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-11-11,0.0, 2001,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-11-21,0.0, 2001,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-12-01,0.0, 2001,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-12-11,0.0, 2001,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2001-12-21,0.0, 2001,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-05-01,100.0, 2002,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-05-11,100.0, 2002,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-05-21,92.816, 2002,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-06-01,50.883, 2002,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-06-11,22.191, 2002,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-06-21,21.532, 2002,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-07-01,25.621, 2002,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-07-11,43.787, 2002,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-07-21,40.246, 2002,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-08-01,35.488, 2002,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-08-11,28.911, 2002,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-08-21,23.132, 2002,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-09-01,12.101, 2002,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-09-11,2.926, 2002,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-09-21,0.318, 2002,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-10-01,0.082, 2002,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-10-11,0.011, 2002,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-10-21,0.017, 2002,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-11-01,0.0, 2002,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-11-11,0.0, 2002,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-11-21,0.0, 2002,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-12-01,0.0, 2002,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-12-11,0.0, 2002,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2002-12-21,0.0, 2002,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-05-01,0.0, 2003,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-05-11,21.739, 2003,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-05-21,0.0, 2003,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-06-01,0.0, 2003,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-06-11,0.0, 2003,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-06-21,0.0, 2003,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-07-01,1.326, 2003,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-07-11,10.322, 2003,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-07-21,23.545, 2003,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-08-01,18.374, 2003,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-08-11,12.215, 2003,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-08-21,3.81, 2003,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-09-01,2.037, 2003,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-09-11,1.769, 2003,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-09-21,1.823, 2003,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-10-01,1.744, 2003,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-10-11,1.408, 2003,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-10-21,0.067, 2003,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-11-01,0.0, 2003,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-11-11,0.0, 2003,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-11-21,0.0, 2003,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-12-01,0.0, 2003,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-12-11,0.0, 2003,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2003-12-21,0.0, 2003,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-05-01,0.0, 2004,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-05-11,0.0, 2004,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-05-21,0.0, 2004,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-06-01,0.088, 2004,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-06-11,4.495, 2004,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-06-21,9.684, 2004,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-07-01,13.353, 2004,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-07-11,21.385, 2004,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-07-21,21.4, 2004,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-08-01,13.226, 2004,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-08-11,9.357, 2004,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-08-21,6.736, 2004,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-09-01,6.105, 2004,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-09-11,6.232, 2004,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-09-21,4.291, 2004,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-10-01,2.594, 2004,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-10-11,1.875, 2004,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-10-21,0.45, 2004,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-11-01,0.581, 2004,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-11-11,3.704, 2004,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-11-21,0.0, 2004,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-12-01,0.0, 2004,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-12-11,0.0, 2004,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2004-12-21,0.0, 2004,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-05-01,0.0, 2005,05,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-05-11,33.333, 2005,05,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-05-21,1.437, 2005,05,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-06-01,0.0, 2005,06,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-06-11,0.0, 2005,06,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-06-21,0.0, 2005,06,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-07-01,0.02, 2005,07,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-07-11,0.649, 2005,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-07-21,5.906, 2005,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-08-01,2.096, 2005,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-08-11,1.184, 2005,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-08-21,1.134, 2005,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-09-01,1.778, 2005,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-09-11,1.928, 2005,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-09-21,1.148, 2005,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-10-01,0.868, 2005,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-10-11,0.205, 2005,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-10-21,0.05, 2005,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-11-01,0.0, 2005,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2204,Dosso,Crop Area,2005-11-11,0.0, 2005,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
